Name;KATEGORIE;ART;REICHWEITE;SCHADEN;DAUER;ENTZUG;SEITE;Widerstand;Elementarschaden;Erläuterungen
Feuerball (Indirekt, Elementar, Flächenwirkung);Kampfzauber;P;BF (F);K;S;F - 1;SG S. 119;REA+INT?KON+Panz/DK-KS?Granate;Feuerschaden SR5: S. 174;"FLAMMENWERFER (INDIREKT, ELEMENTAR) Art: P Reichweite: BF Schaden: K Dauer: S Entzug: KS - 3 FEUERBALL (INDIREKT, FLÄCHENWIRKUNG, ELEMENTAR) Art: P Reichweite: BF (F) Schaden: K Dauer: S Entzug: KS - 1 Diese Zauber erzeugen Flammen, die ihre Ziele verbrennen, was zugleich schmerzhaft und furchtbar einschüchternd ist. Diese Zauber verursachen Feuerschaden (SR5, S. 174). Die Flammen verschwinden sofort wieder, nachdem sie das Ziel getroffen haben, können aber brennbares Material entzünden, das dann auch nach dem Zauber weiterbrennt. Flammenwerfer trifft ein einzelnes Ziel. Feuerball ist ein Flächenzauber. Der Schadenscode eines erfolgreich gewirkten Indirekten Kampfzaubers entspricht der Kraftstufe + Nettoerfolge. Indirekte Kampfzauber mit Flächenwirkung bewegen sich vom Magier zum Explosionspunkt hin und „explodieren“ dort. Die Probe wird ähnlich wie beim Angriff mit Granaten (S. 182) abgelegt: Man würfelt mit Spruchzauberei + Magie [Kraftstufe] (3) mit einer Abweichung von 2W6 Metern. Im Gegensatz zu Granaten erhöhen Nettoerfolge (über dem Schwellenwert von 3) den Schadenscode des Zaubers; wird der Schwellenwert nicht erreicht, geht der Zauber immer noch los, aber die Erfolge reduzieren die Abweichung um 1 Meter pro Erfolg. FEUERSCHADEN Feuer verursacht Körperlichen Schaden und kann Dinge entzünden. Um zu bestimmen, ob etwas zu brennen beginnt, würfeln Sie mit Panzerungswert + Feuerresistenz - Feuer-DK (s. Tabelle Durchschlagskraft von Feuer, S. 175). Der Schwellenwert dieser Probe ergibt sich durch die Anzahl der Nettoerfolge des Feuerangriffs. Wenn der Gegenstand gewinnt, brennt er (vorerst) nicht. Zusatzpanzerung ist von dieser Probe ausgenommen, aber der Spielleiter kann, wenn es ihm passend erscheint, auch dafür eine Probe verlangen. Wenn etwas zu brennen beginnt, hat das Feuer zu Anfang einen Schadenscode von 3K. Dieser Schaden wird am Ende jeder Kampfrunde verursacht, und der Schadenscode steigt zu Beginn jeder folgenden Kampfrunde um 1, bis der Gegenstand zerstört ist oder das Feuer gelöscht wird. Man kann Feuer auf verschiedene Arten bekämpfen (Wasser, Ersticken usw.), was durch eine Probe auf Geschicklichkeit + Intuition erfolgt. Jeder Erfolg bei dieser Probe senkt den Schadenscode des Feuers um 1. Solange aber das Feuer noch brennt, kann es Entflammbares in der Umgebung (wie Möbel, Fahrzeuge oder Pflanzen) entzünden. Außerdem zerstört das Feuer langsam die Panzerung und reduziert den Panzerungswert in jeder Kampfrunde um 1, bis es gelöscht ist. | FEUERSCHADEN Feuer verursacht Körperlichen Schaden und kann Dinge entzünden. Um zu bestimmen, ob etwas zu brennen beginnt, würfeln Sie mit Panzerungswert + Feuerresistenz - Feuer-DK (s. Tabelle Durchschlagskraft von Feuer, S. 175). Der Schwellenwert dieser Probe ergibt sich durch die Anzahl der Nettoerfolge des Feuerangriffs. Wenn der Gegenstand gewinnt, brennt er (vorerst) nicht. Zusatzpanzerung ist von dieser Probe ausgenommen, aber der Spielleiter kann, wenn es ihm passend erscheint, auch dafür eine Probe verlangen. Wenn etwas zu brennen beginnt, hat das Feuer zu Anfang einen Schadenscode von 3K. Dieser Schaden wird am Ende jeder Kampfrunde verursacht, und der Schadenscode steigt zu Beginn jeder folgenden Kampfrunde um 1, bis der Gegenstand zerstört ist oder das Feuer gelöscht wird. Man kann Feuer auf verschiedene Arten bekämpfen (Wasser, Ersticken usw.), was durch eine Probe auf Geschicklichkeit + Intuition erfolgt. Jeder Erfolg bei dieser Probe senkt den Schadenscode des Feuers um 1. Solange aber das Feuer noch brennt, kann es Entflammbares in der Umgebung (wie Möbel, Fahrzeuge oder Pflanzen) entzünden. Außerdem zerstört das Feuer langsam die Panzerung und reduziert den Panzerungswert in jeder Kampfrunde um 1, bis es gelöscht ist."
Feuerblutgeschoss (Blut, Indirekt, Elementar);Kampfzauber;P;spez.;K;S;F - 4;VK S. 123;REA+INT? KON+Panz/DK-Kraftstufe;Feuerschaden SR5: S. 174;FEUERBLUTGESCHOSS (BLUT, INDIREKT, ELEMENTAR) Art: P Reichweite: Speziell Schaden: K Dauer: S Entzug: KS - 4 Der Zauberer wirft einen Klumpen brennenden Blutes und verursacht damit Feuerschaden. Der Zaubernde verursacht damit bei sich selbst 1K Schaden, was den zum Wirken des Zaubers nötigen Blutmagiepunkt generiert. Der Angriff hat eine Reichweite von [Magie] Metern und verursacht Feuerschaden (SR5, S. 174). FEUERSCHADEN Feuer verursacht Körperlichen Schaden und kann Dinge entzünden. Um zu bestimmen, ob etwas zu brennen beginnt, würfeln Sie mit Panzerungswert + Feuerresistenz - Feuer-DK (s. Tabelle Durchschlagskraft von Feuer, S. 175). Der Schwellenwert dieser Probe ergibt sich durch die Anzahl der Nettoerfolge des Feuerangriffs. Wenn der Gegenstand gewinnt, brennt er (vorerst) nicht. Zusatzpanzerung ist von dieser Probe ausgenommen, aber der Spielleiter kann, wenn es ihm passend erscheint, auch dafür eine Probe verlangen. Wenn etwas zu brennen beginnt, hat das Feuer zu Anfang einen Schadenscode von 3K. Dieser Schaden wird am Ende jeder Kampfrunde verursacht, und der Schadenscode steigt zu Beginn jeder folgenden Kampfrunde um 1, bis der Gegenstand zerstört ist oder das Feuer gelöscht wird. Man kann Feuer auf verschiedene Arten bekämpfen (Wasser, Ersticken usw.), was durch eine Probe auf Geschicklichkeit + Intuition erfolgt. Jeder Erfolg bei dieser Probe senkt den Schadenscode des Feuers um 1. Solange aber das Feuer noch brennt, kann es Entflammbares in der Umgebung (wie Möbel, Fahrzeuge oder Pflanzen) entzünden. Außerdem zerstört das Feuer langsam die Panzerung und reduziert den Panzerungswert in jeder Kampfrunde um 1, bis es gelöscht ist. | FEUERSCHADEN Feuer verursacht Körperlichen Schaden und kann Dinge entzünden. Um zu bestimmen, ob etwas zu brennen beginnt, würfeln Sie mit Panzerungswert + Feuerresistenz - Feuer-DK (s. Tabelle Durchschlagskraft von Feuer, S. 175). Der Schwellenwert dieser Probe ergibt sich durch die Anzahl der Nettoerfolge des Feuerangriffs. Wenn der Gegenstand gewinnt, brennt er (vorerst) nicht. Zusatzpanzerung ist von dieser Probe ausgenommen, aber der Spielleiter kann, wenn es ihm passend erscheint, auch dafür eine Probe verlangen. Wenn etwas zu brennen beginnt, hat das Feuer zu Anfang einen Schadenscode von 3K. Dieser Schaden wird am Ende jeder Kampfrunde verursacht, und der Schadenscode steigt zu Beginn jeder folgenden Kampfrunde um 1, bis der Gegenstand zerstört ist oder das Feuer gelöscht wird. Man kann Feuer auf verschiedene Arten bekämpfen (Wasser, Ersticken usw.), was durch eine Probe auf Geschicklichkeit + Intuition erfolgt. Jeder Erfolg bei dieser Probe senkt den Schadenscode des Feuers um 1. Solange aber das Feuer noch brennt, kann es Entflammbares in der Umgebung (wie Möbel, Fahrzeuge oder Pflanzen) entzünden. Außerdem zerstört das Feuer langsam die Panzerung und reduziert den Panzerungswert in jeder Kampfrunde um 1, bis es gelöscht ist.
Flammenstoss (Direct, Elemental);Kampfzauber;P;S (F);K;A;F+1;SSP S. 16;;;
Flammenwerfer (Indirekt, Elementar);Kampfzauber;P;BF;K;S;F - 3;SG S. 119;REA+INT? KON+Panz/DK-Kraftstufe;Feuerschaden SR5: S. 174;FLAMMENWERFER (INDIREKT, ELEMENTAR) Art: P Reichweite: BF Schaden: K Dauer: S Entzug: KS - 3 FEUERBALL (INDIREKT, FLÄCHENWIRKUNG, ELEMENTAR) Art: P Reichweite: BF (F) Schaden: K Dauer: S Entzug: KS - 1 Diese Zauber erzeugen Flammen, die ihre Ziele verbrennen, was zugleich schmerzhaft und furchtbar einschüchternd ist. Diese Zauber verursachen Feuerschaden (SR5, S. 174). Die Flammen verschwinden sofort wieder, nachdem sie das Ziel getroffen haben, können aber brennbares Material entzünden, das dann auch nach dem Zauber weiterbrennt. Flammenwerfer trifft ein einzelnes Ziel. Feuerball ist ein Flächenzauber. FEUERSCHADEN Feuer verursacht Körperlichen Schaden und kann Dinge entzünden. Um zu bestimmen, ob etwas zu brennen beginnt, würfeln Sie mit Panzerungswert + Feuerresistenz - Feuer-DK (s. Tabelle Durchschlagskraft von Feuer, S. 175). Der Schwellenwert dieser Probe ergibt sich durch die Anzahl der Nettoerfolge des Feuerangriffs. Wenn der Gegenstand gewinnt, brennt er (vorerst) nicht. Zusatzpanzerung ist von dieser Probe ausgenommen, aber der Spielleiter kann, wenn es ihm passend erscheint, auch dafür eine Probe verlangen. Wenn etwas zu brennen beginnt, hat das Feuer zu Anfang einen Schadenscode von 3K. Dieser Schaden wird am Ende jeder Kampfrunde verursacht, und der Schadenscode steigt zu Beginn jeder folgenden Kampfrunde um 1, bis der Gegenstand zerstört ist oder das Feuer gelöscht wird. Man kann Feuer auf verschiedene Arten bekämpfen (Wasser, Ersticken usw.), was durch eine Probe auf Geschicklichkeit + Intuition erfolgt. Jeder Erfolg bei dieser Probe senkt den Schadenscode des Feuers um 1. Solange aber das Feuer noch brennt, kann es Entflammbares in der Umgebung (wie Möbel, Fahrzeuge oder Pflanzen) entzünden. Außerdem zerstört das Feuer langsam die Panzerung und reduziert den Panzerungswert in jeder Kampfrunde um 1, bis es gelöscht ist. | FEUERSCHADEN Feuer verursacht Körperlichen Schaden und kann Dinge entzünden. Um zu bestimmen, ob etwas zu brennen beginnt, würfeln Sie mit Panzerungswert + Feuerresistenz - Feuer-DK (s. Tabelle Durchschlagskraft von Feuer, S. 175). Der Schwellenwert dieser Probe ergibt sich durch die Anzahl der Nettoerfolge des Feuerangriffs. Wenn der Gegenstand gewinnt, brennt er (vorerst) nicht. Zusatzpanzerung ist von dieser Probe ausgenommen, aber der Spielleiter kann, wenn es ihm passend erscheint, auch dafür eine Probe verlangen. Wenn etwas zu brennen beginnt, hat das Feuer zu Anfang einen Schadenscode von 3K. Dieser Schaden wird am Ende jeder Kampfrunde verursacht, und der Schadenscode steigt zu Beginn jeder folgenden Kampfrunde um 1, bis der Gegenstand zerstört ist oder das Feuer gelöscht wird. Man kann Feuer auf verschiedene Arten bekämpfen (Wasser, Ersticken usw.), was durch eine Probe auf Geschicklichkeit + Intuition erfolgt. Jeder Erfolg bei dieser Probe senkt den Schadenscode des Feuers um 1. Solange aber das Feuer noch brennt, kann es Entflammbares in der Umgebung (wie Möbel, Fahrzeuge oder Pflanzen) entzünden. Außerdem zerstört das Feuer langsam die Panzerung und reduziert den Panzerungswert in jeder Kampfrunde um 1, bis es gelöscht ist.
Frischzellenkur (Essence);Heilzauber;P;BF (F);;P;F-2;SSP S. 19;;;
Geckogang (Transformation);Manipulationszauber;P;B;;A;F - 3;SG S. 125;;;GECKOGANG (TRANSFORMATION) Art: P Reichweite: B Dauer: A Entzug: KS - 3 Mit diesem Zauber kann der Zauberer einem freiwilligen Ziel die Fähigkeit verleihen, sich mit einer Geschwindigkeit von [Kraftstufe x Erfolge bei der Spruchzaubereiprobe] Metern pro Runde über vertikale oder überhängende Oberflächen zu bewegen. Das Ziel hat zwar erstaunliche Kletterfähigkeiten, solange der Zauber wirkt, ist aber immer noch der Schwerkraft unterworfen und fällt, wenn sich seine Hände und Füße von der Oberfläche lösen. Der Spielleiter kann Kletternproben verlangen, wenn sich das Ziel auf besonders rutschigen Oberflächen bewegt.
Gedanken Beherrschung (Beherrschung);Manipulationszauber;M;BF;;A;F - 1;SG S. 125;WIL+LOG;;GEDANKEN BEHERRSCHEN (BEHERRSCHUNG) Art: M Reichweite: BF Dauer: A Entzug: KS - 1 MOB-BEWUSSTSEIN (BEHERRSCHUNG, FLÄCHENWIRKUNG) Art: M Reichweite: BF (F) Dauer: A Entzug: KS + 1 Der Zauberer übernimmt die Kontrolle über den Geist des Ziels und gibt diesem vor, was es denken soll. Der Zauberer gibt mentale Befehle als Einfache Handlung, und das Ziel muss diesen folgen, als wären sie seine eigenen Ideen. Gedanken Beherrschen wirkt nur gegen ein einzelnes lebendes Ziel. Mob-Bewusstsein wirkt gegen alle lebenden Ziele im Wirkungsbereich. Die Opfer des Mob-Bewusstseins können einzeln (jeweils mit einer Einfache Handlung) gesteuert werden oder als Gruppe alle denselben Befehl erhalten (mit einer einzelnen Einfachen Handlung).
Gedankenmuster (aktiv, übersinnlich, gerichtet);Wahrnehmungszauber;M;F*MAG;;A;F;SG S. 135;WIL+LOG+(Antimagie)/ KS*2/Objektw.;;"GEDANKENMUSTER (AKTIV, ÜBERSINNLICH, GERICHTET) Art: M Reichweite: B Dauer: A Entzug: KS GEDANKENSCAN (AKTIV, ÜBERSINNLICH, UNGERICHTET) Art: M Reichweite: B Dauer: A Entzug: KS + 2 Diese Zauber sind oberflächlichere Versionen der Geistes sonde (S. 135). Das Ziel des Zaubers erhält die Fähigkeit, die oberflächlichen Gedanken des Opfers nach einem bestimmten Wort, einer Redewendung, einem Geräusch oder Bild zu durchsuchen, das beim Wirken des Zaubers ausgewählt wird. Der Zauber gräbt nicht im Geist des Opfers nach Informationen; er zeigt nur an, ob das Opfer an eine bestimmte Person, einen Ort, einen Gegenstand oder ein Ereignis denkt. Ermittler verwenden diesen Zauber, um festzustellen, ob eine Person über etwas (wie eine Mordwaffe) etwas weiß, was sie sonst nicht wissen könnte, um zu erkennen, ob sie in ein Verbrechen verwickelt ist. Spione verwenden den Zauber, um herauszu nden, ob jemand sie sucht oder verfolgt. Gedankenmuster wird gegen ein bestimmtes Opfer verwendet, während Gedankenscan den Geist aller Personen innerhalb der Sinnesreichweite scannt."
Gedankenscan (aktiv, übersinnlich, ungerichtet);Wahrnehmungszauber;M;F*MAG;;A;F + 2;SG S. 135;WIL+LOG+(Antimagie)/ KS*2/Objektw.;;"GEDANKENMUSTER (AKTIV, ÜBERSINNLICH, GERICHTET) Art: M Reichweite: B Dauer: A Entzug: KS GEDANKENSCAN (AKTIV, ÜBERSINNLICH, UNGERICHTET) Art: M Reichweite: B Dauer: A Entzug: KS + 2 Diese Zauber sind oberflächlichere Versionen der Geistes sonde (S. 135). Das Ziel des Zaubers erhält die Fähigkeit, die oberflächlichen Gedanken des Opfers nach einem bestimmten Wort, einer Redewendung, einem Geräusch oder Bild zu durchsuchen, das beim Wirken des Zaubers ausgewählt wird. Der Zauber gräbt nicht im Geist des Opfers nach Informationen; er zeigt nur an, ob das Opfer an eine bestimmte Person, einen Ort, einen Gegenstand oder ein Ereignis denkt. Ermittler verwenden diesen Zauber, um festzustellen, ob eine Person über etwas (wie eine Mordwaffe) etwas weiß, was sie sonst nicht wissen könnte, um zu erkennen, ob sie in ein Verbrechen verwickelt ist. Spione verwenden den Zauber, um herauszu nden, ob jemand sie sucht oder verfolgt. Gedankenmuster wird gegen ein bestimmtes Opfer verwendet, während Gedankenscan den Geist aller Personen innerhalb der Sinnesreichweite scannt."
Gefühle Beherrschen (Mental);Manipulationszauber;M;BF;;A;F-1;SSP S. 21;;;
Gegenmittel;Heilzauber;M;B;;P;F - 3;SG S. 110;;;GEGENMITTEL Art: M Reichweite: B Dauer: P Entzug: KS - 3 Dieser Zauber hilft dem Ziel, die Wirkung eines Toxins zu überstehen. Der Zauber wird nach einer Vergiftung gewirkt, aber bevor das Ziel seine Toxinwiderstandsprobe ablegen muss. Wie viel Zeit man dafür hat, hängt von der Geschwindigkeit des Gifts ab. Die Erfolge der Spruchzaubereiprobe gelten direkt als zusätzliche Erfolge bei der Toxinwiderstandsprobe.
Geheimer Handschlag (Active, Area);Wahrnehmungszauber;P;BF (F);;A;F-4;SSP S. 18;;;
Geißelung (Indirekt, Flächenwirkung);Kampfzauber;P;BF (F);K;S;F + 3;VK S.  50;REA+INT? KON+Panz/DK-Kraftstufe;;AUSPEITSCHEN (INDIREKT) Art: P Reichweite: BF Schaden: K Dauer: S Entzug: KS GEISSELUNG (INDIREKT, FLÄCHENWIRKUNG) Art: P Reichweite: BF (F) Schaden: K Dauer: S Entzug: KS + 3 Je nach Tradition des Zauberers manifestiert sich Auspeitschen als Peitsche, Tentakel, Ranke oder sogar als Wasserstrahl. Unabhängig von der Ausprägung überwindet das Auspeitschen die Entfernung zwischen Zauberndem und Ziel und trifft dieses mit unglaublicher Kraft. Pro 2 Kästchen Körperlichen Schadens nach der Widerstandsprobe erleidet das Ziel zusätzlich 1 Kästchen Geistigen Schadens. Auspeitschen wirkt auf ein einzelnes Ziel, Geißelung ist ein Zauber mit Flächenwirkung.
Geisterbarriere (Umgebung, Flächenwirkung);Manipulationszauber;M;BF (F);;A;F - 1;SG S. 126;;;GEISTERBARRIERE (UMGEBUNG, FLÄCHENWIRKUNG) Art: M Reichweite: BF (F) Dauer: A Entzug: KS - 1 GEISTERLÖSCHER (UMGEBUNG, FLÄCHENWIRKUNG) Art: M Reichweite: BF (F) Dauer: A Entzug: KS + 1 Geisterbarriere ist eine Variante des Zaubers Manabarriere (S. 128), die speziell gegen Geister und ihre Kräfte wirkt. Wenn dieser Zauber auf der physischen Ebene gewirkt wird, behindert er materialisierte Geister. Geisterlöscher ist eine Variante des Zaubers Offensive Manabarriere (S. 129) und fügt Geistern entsprechenden Schaden zu. Die mit diesen beiden Zaubern gewirkten Barrieren haben keine Auswirkung
Geisterlöscher (Umgebung, Flächenwirkung);Manipulationszauber;M;BF (F);;A;F + 1;SG S. 126;;;GEISTERBARRIERE (UMGEBUNG, FLÄCHENWIRKUNG) Art: M Reichweite: BF (F) Dauer: A Entzug: KS - 1 GEISTERLÖSCHER (UMGEBUNG, FLÄCHENWIRKUNG) Art: M Reichweite: BF (F) Dauer: A Entzug: KS + 1 Geisterbarriere ist eine Variante des Zaubers Manabarriere (S. 128), die speziell gegen Geister und ihre Kräfte wirkt. Wenn dieser Zauber auf der physischen Ebene gewirkt wird, behindert er materialisierte Geister. Geisterlöscher ist eine Variante des Zaubers Offensive Manabarriere (S. 129) und fügt Geistern entsprechenden Schaden zu. Die mit diesen beiden Zaubern gewirkten Barrieren haben keine Auswirkung
Geistesssonde (aktiv, gerichtet);Wahrnehmungszauber;M;F*MAG;;A;F;SG S. 135;WIL+LOG+(Antimagie)/ KS*2/Objektw.;;GEISTESSONDE (AKTIV, GERICHTET) Art: M Reichweite: B Dauer: A Entzug: KS Dieser Zauber erlaubt es dem Ziel, den Geist einer Person (die beim Wirken des Zaubers ausgewählt wird) innerhalb der Sinnesreichweite zu durchforsten. Das Opfer ist sich dieses Eindringens bewusst, kennt aber nicht unbedingt die Quelle des Zaubers. Die Anzahl der Nettoerfolge bei der Spruchzaubereiprobe gibt an, welche Art von Informationen das Ziel erhalten kann (siehe Tabelle Geistessonde). Das Ziel kann, solange der Zauber aufrechterhalten wird, pro Komplexer Handlung nach einer Information suchen. Ein erneuter Einsatz der Geistessonde gegen dasselbe Opfer vor Ablauf einer Anzahl von Stunden gleich der Willenskraft des Opfers führt zu einem kumulativen Würfelpoolmodifikator von -2 auf die Spruchzaubereiprobe.
Gerät Analysieren (aktiv, gerichtet);Wahrnehmungszauber;P;F*MAG;;A;F - 3;SG S. 136;WIL+LOG+(Antimagie)/ KS*2/Objektw.;;GERÄT ANALYSIEREN (AKTIV, GERICHTET) Art: P Reichweite: B Dauer: A Entzug: KS - 3 Dieser Zauber lässt das Ziel die Funktion und Bedienung eines Geräts oder Ausrüstungsstücks erkennen, das sich innerhalb der Sinnesreichweite befindet. Dem Wirken des Zaubers wird mit dem Objektwiderstand widerstanden. Jeder Nettoerfolg kann verwendet werden, um eine Information über das Gerät zu erlangen, die nicht sofort offensichtlich ist (man würde also beispielsweise nicht erfahren, dass das Gerät von Renraku ist, wenn das entsprechende Logo groß darauf prangt, sondern eher, wozu das Gerät eigentlich dient). Jeder Nettoerfolg verleiht dem Ziel, solange der Zauber aufrechterhalten wird, außerdem einen Würfelpoolbonus von +1 bei der Benutzung des Geräts. Außerdem darf das Ziel, wenn es improvisieren muss, um das Gerät zu bedienen, den dabei üblichen Würfelpoolmodifikator von -1 ignorieren.
Gerinnung (Blut, Essenz);Heilzauber;M;B;;A;F - 2;VK S. 122;;;GERINNUNG (BLUT, ESSENZ) Art: M Reichweite: B Dauer: A Entzug: KS - 2 Dieser einfache Zauber verändert die Blutgerinnung und sorgt für eine bessere Behandelbarkeit blutender Wunden. Das kann beim Stabilisieren eines sterbenden, ausblutenden Charakters sehr hilfreich sein. Immer, wenn der Charakter 2 oder mehr Kästchen Schaden auf dem Körperlichen Zustandsmonitor erleiden würde, sinkt der Schaden um 1 Kästchen, solange der Zauber aufrechterhalten wird. Die Kraftstufe des Zaubers muss mindestens so hoch wie die Konstitution des Ziels sein. Jeder Versuch, einen Charakter mit Überzähligem Schaden zu stabilisieren, der unter der Wirkung dieses Zaubers steht, erhält pro 2 Erfolge bei de
Gestaltwandlung (Transformation);Manipulationszauber;P;BF;;A;F - 3;SG S. 126;;;GESTALTWANDLUNG (TRANSFORMATION) Art: P Reichweite: BF Dauer: A Entzug: KS - 3 VERWANDLUNG IN [CRITTER] (TRANSFORMATION) Art: P Reichweite: BF Dauer: A Entzug: KS - 4 Gestaltwandlung verwandelt ein freiwilliges Ziel in einen normalen (nicht paranormalen) Critter, erhält dabei aber sein Bewusstsein. Das Ziel kann nur die Gestalt eines Critters annehmen, dessen Konstitution sich maximal um 2 von der des Ziels unterscheidet. Im Abschnitt Critter (SR5, S. 393ff.) finden Sie die Körperlichen Attribute des Ziels, während es sich in der Crittergestalt beendet. Der Zauberer kann pro Nettoerfolg bei der Spruchzaubereiprobe ein beliebiges Körperliches Attribut des Critters um 1 Punkt erhöhen. Die Geistigen Attribute des Ziels bleiben unverändert. Dieser Zauber verwandelt weder Kleidung noch Ausrüstung. Zauberer in Crittergestalt können Zauber wirken, aber keine Aufgaben ausführen, bei denen sie sprechen müssten. Das Ziel kann nicht in einen Schwarm verwandelt werden. Verwandlung in [Critter] funktioniert wie Gestaltwandlung, kann das Ziel aber nur in einen bestimmten nicht paranormalen Critter verwandelt. Für jeden Critter muss ein separater Zauber (Verwandlung in Hund, Verwandlung in Hai usw.) erlernt werden.
Gestank (Realistisch, Monosensorisch);Illusionszauber;M;BF;;A;F - 3;SG S. 114;LOG+WIL;;GESTANK (REALISTISCH, MONOSENSORISCH) Art: M Reichweite: BF Dauer: A Entzug: KS - 3 Diese Zauber geben dem Zaubernden ein ekelhaftes Werkzeug an die Hand, um Gegner mit der Illusion eines Gestanks abzulenken, der ihnen den Magen umdreht. Das Ziel erhält pro Nettoerfolg bei der Spruchzaubereiprobe einen Würfelpoolmodifikator von -1 auf alle Handlungen, weil es die ganze Zeit über würgt. Nach Maßgabe des Spielleiters kann ein Charakter, dessen Malus seine Willenskraft übersteigt, vollständig handlungsunfähig werden, da er sich fortwährend erbrechen muss. Zum Glück ist der Zauberer selbst immun gegen die Auswirkungen dieses Zaubers. Gestank wirkt gegen ein einzelnes Ziel, Stinkbombe ist ein Flächenzauber.
